name,owners_with_asset_in_project,percent_of_owners_with_asset_in_project,percent_owned,project_floor,total_assets_owned,total_project_floor,total_num_owners,total_supply
t3rm.dev,1,0.11,0.89,0.25,1,0.25,64,112.0
DANCING GHOSTS,1,0.11,6.25,0.0,1,0.0,2,16.0
ShodoCrypts,1,0.11,2.94,0.04466858768644764,1,0.04466858768644764,25,34.0
ApeWars,1,0.11,20.0,0.0,1,0.0,2,5.0
Toas,1,0.11,0.42,0.03,1,0.03,44,236.0
Divine Apples,1,0.11,0.03,0.01,1,0.01,1253,2999.0
Mixed Reality by Joe Taveras,1,0.11,50.0,1.0,2,2.0,3,4.0
Tropical Grain,1,0.11,6.67,0.05,1,0.05,3,15.0
edg3s creatures,1,0.11,6.67,0.1,1,0.1,6,15.0
InfamousMole Collection,1,0.11,16.67,0.0,1,0.0,2,6.0
Animal Kingdom 250,1,0.11,20.0,0.0,1,0.0,2,5.0
Ice Cream Cats Parlor,1,0.11,1.35,0.07,2,0.14,38,148.0
Charles Peterson Grunge Years NFT collection -  Fury,1,0.11,20.0,0.3,2,0.6,20,10.0
WENEW presents Andy Murray's Wimbledon 2013 Victory,2,0.22,0.3,0.22,2,0.44,263,671.0
Pix Puppies V1,1,0.11,0.17,0.03,1,0.03,236,599.0
Regenz,2,0.22,0.04,0.0,3,0.0,1356,7916.0
Six n Five,1,0.11,0.12,0.39,1,0.39,104,833.0
Trevor Andrew,2,0.22,0.14,0.25,2,0.5,113,1459.0
TerraRealm NFT,1,0.11,0.83,0.08,1,0.08,56,121.0
Crypto Swine,2,0.22,3.12,0.02,8,0.16,112,256.0
lightways,1,0.11,0.0,0.0,0,0.0,1,2.0
Fluidente by Artofsoul,1,0.11,11.32,0.0,6,0.0,30,53.0
Lunar Tiger NFT,1,0.11,2.7,0.0,1,0.0,8,37.0
Krause House Genesis Tickets,1,0.11,33.33,0.0,1,0.0,3,3.0
"Peter Singer - Famine, Affluence and Morality",1,0.11,25.0,0.0,1,0.0,4,4.0
tubby dogs by tubby derivatives,1,0.11,0.08,0.0,1,0.0,945,1324.0
Ape Punks NFT,1,0.11,0.64,0.01,5,0.05,371,777.0
Ten Ghosts and a Church,1,0.11,9.09,0.99,1,0.99,11,11.0
Uncluttered Sobriety,1,0.11,6.67,0.2,1,0.2,11,15.0
processed (art): manifest,1,0.11,0.47,0.09,1,0.09,104,213.0
Absurd Arboretum - BONFIRE Festival,2,0.22,0.67,0.01,4,0.04,295,598.0
Scribble Pops,1,0.11,1.23,0.11,1,0.11,12,81.0
MONTREAL.AI,1,0.11,0.18,0.25,1,0.25,207,556.0
jutes,1,0.11,4.0,0.55,1,0.55,22,25.0
Age of Romulus,2,0.22,80.0,0.02,4,0.08,607,5.0
Gh0stly Gh0sts,2,0.22,0.05,0.41,3,1.23,2312,5857.0
Larva Cucks,1,0.11,1.96,0.0,60,0.0,393,3061.0
getpeid On The Move,1,0.11,100.0,0.0,1,0.0,1,1.0
Doodle Kongz,1,0.11,0.4,0.0,4,0.0,660,1000.0
RADSANTAS,1,0.11,0.18,0.0,10,0.0,1659,5501.0
Holy Heroes,1,0.11,0.51,0.1,17,1.7000000000000002,1796,3333.0
Exponentials,1,0.11,0.85,0.02,7,0.14,469,820.0
Feudalz,1,0.11,0.63,0.1,28,2.8000000000000003,319,4444.0
Special Blend,1,0.11,1.02,0.06,1,0.06,160,98.0
M101 Shelter Survivors,1,0.11,0.06,0.01,2,0.02,1124,3101.0
Time Variants NFT,1,0.11,0.32,0.01,5,0.05,629,1560.0
Kellogg's Scribbles,1,0.11,4.76,1.0,1,1.0,14,21.0
crypto-Corgi,1,0.11,0.01,0.005,1,0.005,70,7072.0
Zombie Zoo,1,0.11,0.39,0.4,1,0.4,173,255.0
Soccer Doge Club,1,0.11,0.01,0.04,1,0.04,2150,9843.0
Katana N Samurai : The Last Ramen,1,0.11,0.93,0.02,13,0.26,745,1398.0
DataSyndicateNFT,1,0.11,1.69,5.0,1,5.0,56,59.0
Hexelz,1,0.11,2.78,33.0,1,33.0,36,36.0
Royal VIP Badges,1,0.11,100.0,0.08,1,0.08,165,1.0
Through the Window by Reva,2,0.22,0.51,0.21,2,0.42,269,391.0
raveneously enraptured pepe forever kisses cleopatra,1,0.11,5.56,0.0,1,0.0,6,18.0
GEOMETRICFORMS,2,0.22,3.0,1.0,3,3.0,80,100.0
Black Holes NFT,1,0.11,3.33,0.0,1,0.0,19,30.0
Prism NFT,1,0.11,2.0,3.33,2,6.66,23,100.0
Musee,2,0.22,1.56,0.1,34,3.4000000000000004,355,2182.0
Katana N Samurai,1,0.11,1.37,0.01,27,0.27,647,1978.0
Eggs of Degen'$ Farm,1,0.11,3.85,2.0,1,2.0,20,26.0
Jellyhungry,1,0.11,3.12,0.0035,3,0.0105,25,96.0
Crypto Kombat Collection,1,0.11,7.32,0.01,6,0.06,347,82.0
Fractal Universe by Fractal United,2,0.22,1.96,0.02,8,0.16,233,409.0
disrupt_hers Series 01,1,0.11,2.5,0.1,1,0.1,26,40.0
First Contact on Europa,1,0.11,1.67,0.33,1,0.33,41,60.0
Apes Together XYZ,3,0.32,1.04,1.99,4,7.96,258,386.0
Project Radiance by Omar Wael,2,0.22,1.21,0.0,8,0.0,463,661.0
Lil Demonz NFT Official,1,0.11,0.27,0.01,4,0.04,757,1490.0
LazyBoredApes,1,0.11,0.1,0.03,1,0.03,437,1000.0
A Mysterious Egg - from Automagic,1,0.11,100.0,0.1,1,0.1,21,1.0
The Ones who returned,1,0.11,2.01,0.1,3,0.30000000000000004,69,149.0
The Animoon,2,0.22,0.06,0.04,6,0.24,5162,9999.0
Seabums Ocean Crew,1,0.11,0.03,0.035,2,0.07,3294,6045.0
Your Daytime Fireworks - Golden Ticket,2,0.22,0.04,0.02,2,0.04,4679,4679.0
Atlas by Xin Liu,2,0.22,2.0,0.0,2,0.0,32,100.0
Soulware Origins,1,0.11,0.99,0.35,1,0.35,83,101.0
Zabriskie,1,0.11,1.96,0.08,1,0.08,60,51.0
3D FACES: Portrait Collection ONE by Luis Vela LP,1,0.11,6.25,0.49,1,0.49,11,16.0
Rooms.,1,0.11,1.83,0.1,2,0.2,72,109.0
Behind the Moments: Around the World,1,0.11,1.67,1.0,1,1.0,37,60.0
Spectrum Lobes,1,0.11,2.63,0.4,2,0.8,44,76.0
bacon_studio Collection,1,0.11,20.0,1.0,2,2.0,7,10.0
CREEPTURES OG,2,0.22,20.0,0.5,2,1.0,32,10.0
Naughty Tigers Costume Club,3,0.32,0.09,0.0,9,0.0,2144,10000.0
_White_Lines_,2,0.22,15.0,1.0,3,3.0,17,20.0
World Wonders By Jacob Riglin,1,0.11,2.0,3.2,1,3.2,39,50.0
Shapes of Japan,1,0.11,4.0,0.3,1,0.3,19,25.0
Moments: Around The World,1,0.11,1.67,3.5,1,3.5,40,60.0
The Archives by Jake,1,0.11,7.69,100.0,1,100.0,9,13.0
Hungry Croco Kingdom,1,0.11,0.38,0.02,1,0.02,98,264.0
Lil Bev,1,0.11,6.69,0.0,16,0.0,43,239.0
Jake's World,1,0.11,10.0,69.42,1,69.42,8,10.0
Mintify NFT Platform | Lifetime Membership,3,0.32,1.33,0.15,4,0.6,224,300.0
Bluprint Genesis,1,0.11,0.45,0.04,5,0.2,223,1111.0
Maxx Crosby Series 1 Collection,2,0.22,2.24,0.11,9,0.99,100,401.0
Von Miller Series 1 Collection,2,0.22,2.29,0.09,8,0.72,78,350.0
Matthew Judon Series 1 Collection,2,0.22,2.42,0.09,8,0.72,46,330.0
Hollywood Brown Series 1 Collection,2,0.22,2.34,0.09,8,0.72,53,342.0
Trevon Diggs Series 1 Collection,2,0.22,1.7,0.11,9,0.99,193,529.0
MojoID Mint Pass,2,0.22,0.34,0.04,3,0.12,316,879.0
Etched Collections,1,0.11,33.33,0.06,1,0.06,198,3.0
Wicked Craniums Comic,1,0.11,0.08,0.01,2,0.02,1067,2555.0
The Prometheus Project,1,0.11,0.07,0.02,1,0.02,1087,1399.0
Juggernauts by PC,2,0.22,1.66,0.14,8,1.12,290,481.0
this is a test rr,1,0.11,100.0,0.0,1,0.0,1,1.0
"""Photoshop iterations""",1,0.11,16.67,0.8,1,0.8,3,6.0
Meta Athletes,1,0.11,0.3,1.0,1,1.0,156,329.0
Buckets Whales,1,0.11,3.45,0.0,1,0.0,27,29.0
Crypto Country Club,1,0.11,0.26,0.06,5,0.3,494,1897.0
Wild Goat Gang,1,0.11,0.04,0.03,3,0.09,2327,6968.0
CEX Never Ending Tickets,1,0.11,3.45,0.74,1,0.74,29,29.0
Alpha Elementary,1,0.11,0.13,0.06,4,0.24,1042,3000.0
Omikrons,1,0.11,0.67,0.06,1,0.06,73,150.0
MavionWorld,2,0.22,0.27,0.1,6,0.6000000000000001,942,2208.0
VOS NFT,1,0.11,16.67,0.37,20,7.4,72,120.0
VARIANT Collection Official,1,0.11,0.06,0.12,2,0.24,1641,3333.0
OPAL VOL_001,1,0.11,100.0,0.545,1,0.545,148,1.0
Meeler's Signatures,1,0.11,25.0,0.03,1,0.03,123,4.0
Eminem,2,0.22,0.12,0.09,4,0.36,404,3357.0
OBJECTZ BY JIMMY,1,0.11,0.25,0.12,1,0.12,183,406.0
IZAYOI,2,0.22,0.73,0.01,3,0.03,110,409.0
TME V2,1,0.11,16.67,1.0,1,1.0,3,6.0
The Winkybots,1,0.11,0.06,0.06,6,0.36,3317,10373.0
Crypto-Fish,1,0.11,1.49,0.02,1,0.02,10,67.0
HippoHotel.io,1,0.11,0.09,0.04,1,0.04,390,1074.0
Open It - Edition of 100,1,0.11,100.0,0.08,1,0.08,92,1.0
America Unmasked,1,0.11,1.61,0.0,1,0.0,3,62.0
Global Footprint,1,0.11,16.67,0.0,1,0.0,3,6.0
Praying Hands Club,2,0.22,0.79,0.06,16,0.96,441,2033.0
Gramatik,2,0.22,0.19,0.12,2,0.24,167,1044.0
EtherLambos,1,0.11,0.06,0.94,1,0.94,767,1600.0
VeeDao,1,0.11,0.21,0.05,5,0.25,805,2398.0
INFLUENCERZ,3,0.32,2.19,0.04,3,0.12,108,137.0
Evolved Apes Inc,1,0.11,0.05,0.02,5,0.1,4200,9981.0
Hammered Dragon Winery,1,0.11,0.32,0.01,4,0.04,407,1267.0
The Bullish Bears,1,0.11,0.01,0.5,1,0.5,114,10000.0
Bored Ape Not Club - Genesis,1,0.11,0.94,1.77,1,1.77,61,106.0
Toxy Terminals,1,0.11,0.1,0.0,1,0.0,6,1014.0
Mars Genesis,1,0.11,0.05,0.08,1,0.08,1011,2107.0
Bored Ape Not Club,1,0.11,1.08,0.18,1,0.18,143,93.0
Coldhearted Club,3,0.32,2.14,0.05,4,0.2,89,187.0
M-Token V2,1,0.11,0.4,0.0,1,0.0,26,247.0
Caboodles,1,0.11,0.08,0.0,1,0.0,708,1256.0
The Dropout Bears,1,0.11,0.28,0.01,1,0.01,182,356.0
Trash Empress,1,0.11,3.12,0.0,1,0.0,32,32.0
Cascade by TinkRNG,4,0.43,0.9,0.19,9,1.71,764,1000.0
STAPLEVERSE - BIG APPLE GUILD,1,0.11,100.0,42.69,1,42.69,35,1.0
The Cubists by Lorenzo Lozini,2,0.22,2.04,0.01,17,0.17,193,835.0
Dear Metaverse by METACITZN,1,0.11,4.35,0.01,1,0.01,772,23.0
World of Girls Official,1,0.11,0.04,0.0,1,0.0,1352,2500.0
FWB.art 8 of 8,1,0.11,100.0,0.0,1,0.0,87,1.0
IreneDAO,1,0.11,0.27,0.33,3,0.99,490,1106.0
MetaSniper,1,0.11,0.13,0.62,1,0.62,725,748.0
CRYPPO,1,0.11,0.04,0.06,1,0.06,500,2375.0
"No Strings Attached, by Erick Hercules",1,0.11,6.25,10.0,3,30.0,29,48.0
Rings (for Loot),1,0.11,0.4,0.01,1,0.01,368,247.0
S33D (For Riddles & Puzzles),2,0.22,1.11,0.03,14,0.42,337,1258.0
Bloot Drip,1,0.11,60.0,0.0,3,0.0,99,5.0
Soda Pass,3,0.32,0.29,0.0,3,0.0,562,1029.0
Generation: Habibi Mint Pass,1,0.11,33.33,0.7,1,0.7,30,3.0
Emoji Garden,1,0.11,5.0,0.01,21,0.21,122,420.0
gm DAO Founders Pass,1,0.11,100.0,0.01,1,0.01,92,1.0
DashLeague,1,0.11,0.05,0.06,1,0.06,250,2063.0
Star Trek + CSC,1,0.11,0.04,0.03,1,0.03,418,2478.0
time&_,1,0.11,0.2,0.01,1,0.01,223,500.0
FM9X MUTAGEN,1,0.11,0.9,10.0,1,10.0,76,111.0
"X,Y Project",2,0.22,0.25,0.01,41,0.41000000000000003,3480,16383.0
Land DAO,2,0.22,5.86,0.4,15,6.0,127,256.0
Pilot Project,1,0.11,0.32,0.0,4,0.0,389,1266.0
Horsey's Night Collection,1,0.11,14.29,2.0,1,2.0,7,7.0
The Blockchain Kittens,1,0.11,0.43,0.3,1,0.3,171,230.0
Blazed Cats Theme Song,1,0.11,0.19,0.0,1,0.0,284,520.0
Lucky Ducks,1,0.11,0.34,0.01,1,0.01,146,293.0
Queenship Queens,1,0.11,33.33,0.0,2,0.0,190,6.0
Mars4 V2,1,0.11,0.09,0.01,51,0.51,5664,57156.0
Ritratti by Lorenzo Lozini,1,0.11,9.89,0.06,28,1.68,205,283.0
Myth Division Access Tokens,1,0.11,20.0,0.05,2,0.1,337,10.0
The NFT Guild,1,0.11,20.0,1.92,1,1.92,111,5.0
RTFKT Capsule  Space Drip,3,0.32,3.29,12.5,5,62.5,106,152.0
SteadyBreaks,1,0.11,2.27,0.5,1,0.5,29,44.0
Dissolution,1,0.11,7.45,0.13,7,0.91,132,94.0
Fabiano Speziari,1,0.11,0.68,2.5,1,2.5,104,147.0
Sugar Club membership NFTs,1,0.11,0.57,0.0555,1,0.0555,122,175.0
Julian Assange - Decentral Eyes by Coldie,1,0.11,7.14,500.0,1,500.0,7,14.0
sphericalart,1,0.11,0.34,0.12,2,0.24,179,582.0
Fed Monkey Series 2,1,0.11,4.76,169.0,1,169.0,14,21.0
SoundMoney,1,0.11,0.23,0.3,1,0.3,312,429.0
Token Smart,2,0.22,1.9,8.88,2,17.76,100,105.0
Battle Racers,1,0.11,0.22,0.01,5,0.05,186,2248.0
BAE,1,0.11,0.37,0.05,5,0.25,226,1336.0
CryptoSpaceCommanders,1,0.11,0.07,0.0,47,0.0,1311,65340.0
IGNEUS by Ivan Pedretti,1,0.11,10.0,0.0,1,0.0,4,10.0
Rocket Riders NFT,1,0.11,0.09,0.01,1,0.01,426,1128.0
Gangland Skulls,1,0.11,0.27,0.11,1,0.11,597,373.0
PogPunks NFT,1,0.11,0.03,0.02,1,0.02,1036,3217.0
The Pinco Village,2,0.22,9.3,0.04,4,0.16,149,43.0
Oki's World,3,0.32,0.9,0.06,5,0.3,267,555.0
Aerial Variance,2,0.22,6.67,0.07,2,0.14,18,30.0
inftspaces - Metaphysical Rift,1,0.11,0.92,0.04,4,0.16,265,433.0
Trym Ruud Sketches,1,0.11,25.0,0.0,1,0.0,3,4.0
The Collectibles - Constructed,2,0.22,10.0,0.25,2,0.5,17,20.0
jeneva-derivatives,1,0.11,4.76,1.0,1,1.0,20,21.0
SugarBear,1,0.11,100.0,0.0,1,0.0,1,1.0
Ethraks,1,0.11,9.09,0.0,1,0.0,48,11.0
Underworld Currency,1,0.11,7.69,0.05,1,0.05,275,13.0
Bored Ape Evolution Club by Imaginary Sina,1,0.11,6.67,2.0,1,2.0,14,15.0
1 Million Sheeple,1,0.11,2.78,0.0,1,0.0,13,36.0
BORED APE AESTHETICS,1,0.11,14.29,0.05,2,0.1,4,14.0
CryptoCoffees V2,1,0.11,100.0,0.0,3,0.0,11,3.0
ChubbyFlips,1,0.11,50.0,0.0,1,0.0,8,2.0
Alens Wonderland,1,0.11,10.0,0.09,1,0.09,15,10.0
SPACEWALKERS,1,0.11,100.0,0.12,1,0.12,13,1.0
PixaWyverns,2,0.22,1.2,0.08,3,0.24,148,250.0
Rarible Verification Collab,1,0.11,1.59,0.15,1,0.15,171,63.0
DORIMON,1,0.11,11.11,0.0,1,0.0,3,9.0
Optical Cards by DISAGREE ART,1,0.11,4.55,0.07,1,0.07,41,22.0
CRYPTOSHITOS,1,0.11,7.69,0.0,1,0.0,43,13.0
#dummies,1,0.11,4.92,0.1,3,0.30000000000000004,31,61.0
BadBoyAssassin,1,0.11,100.0,0.0,1,0.0,1,1.0
BitClout Museum,1,0.11,2.94,0.0,1,0.0,2,34.0
Sentinels,1,0.11,100.0,0.02,6,0.12,243,6.0
3D Meow Cats,1,0.11,0.53,0.3,1,0.3,68,188.0
David Tollmann Edition,1,0.11,20.0,0.5,1,0.5,53,5.0
PERK,1,0.11,14.29,0.1,1,0.1,12,7.0
CRYPT0xPINS,1,0.11,81.82,0.07,18,1.2600000000000002,97,22.0
Ethermon V2,1,0.11,20.0,0.0,1,0.0,4,5.0
Crypto Airships,2,0.22,12.5,0.08,2,0.16,67,16.0
Crypto Matryoshka,1,0.11,14.29,0.6,1,0.6,24,7.0
CryptoSVIN,1,0.11,10.53,0.05,2,0.1,69,19.0
NOFF,1,0.11,25.0,0.02,1,0.02,51,4.0
Beever's Genesis,1,0.11,50.0,0.0,1,0.0,2,2.0
Beef Cake,1,0.11,11.11,33.0,1,33.0,30,9.0
NFTPops,1,0.11,3.57,1.0,1,1.0,13,28.0
Bearz,1,0.11,8.33,1.0,1,1.0,34,12.0
Cryptimon Eggs,1,0.11,20.0,0.6,2,1.2,33,10.0
SCARCITY,1,0.11,50.0,0.01,1,0.01,23,2.0
Trapped Souls,1,0.11,83.33,0.065,10,0.65,45,12.0
Elvin Gnome,1,0.11,8.0,0.09,2,0.18,73,25.0
Usual Suspects - Convicted Queens,1,0.11,25.0,0.115,1,0.115,3,4.0
BlockchainBeats,1,0.11,33.33,0.0,1,0.0,12,3.0
4X6,1,0.11,11.94,0.1,8,0.8,12,67.0
Cryptows98,1,0.11,9.09,1.5,1,1.5,27,11.0
Cryptimon,1,0.11,16.67,0.5,1,0.5,65,6.0
FRTZN EDITION,2,0.22,28.57,0.15,4,0.6,58,14.0
GradGrids,1,0.11,20.0,3.33,2,6.66,7,10.0
JingleBe NFT COLLECTION,1,0.11,5.05,2.6,5,13.0,69,99.0
FRTZN by Peer Kriesel,1,0.11,1.27,0.05,1,0.05,31,79.0
CryptoCrawlerz,1,0.11,53.85,0.1,14,1.4000000000000001,246,26.0
TheMovieBarcode,1,0.11,1.5,0.03,3,0.09,14,200.0
Creational Destruction,1,0.11,5.0,0.01,1,0.01,63,20.0
Beeple: All Hail The King,1,0.11,1.72,0.04,1,0.04,694,58.0
Ultimate Dolls,1,0.11,6.67,0.19,1,0.19,25,15.0
CryptoDropa,1,0.11,1.06,0.03,2,0.06,20,189.0
Drippies,1,0.11,6.06,0.04,2,0.08,447,33.0
RUDE LABS,1,0.11,20.0,4.99,2,9.98,25,10.0
COLOSSAL COLLECTORS,1,0.11,7.14,0.0,1,0.0,22,14.0
PixaWizards,2,0.22,1.1,0.09,11,0.99,479,1000.0
Chronophotography,1,0.11,85.0,0.0,17,0.0,22,20.0
Crypto_Miners,1,0.11,0.63,0.07,1,0.07,81,158.0
Grolar Inc,1,0.11,64.86,1.0,24,24.0,54,37.0
99 Guitar Pics,1,0.11,2.04,0.1,2,0.2,27,98.0
Rare Elements,1,0.11,20.0,0.04,2,0.08,22,10.0
Revo Box collection,1,0.11,40.0,0.02,2,0.04,46,5.0
Node Runners,1,0.11,40.62,0.1,13,1.3,297,32.0
Doki Doki Legacy,1,0.11,50.0,0.04,1,0.04,272,2.0
SpaceCharts,1,0.11,14.29,0.2,1,0.2,10,7.0
The Skull Collection by Amy Karle,1,0.11,5.0,1.5,1,1.5,32,20.0
Genji Gang,1,0.11,0.17,0.01,1,0.01,213,577.0
Unidentified contract - mYS8z78K0y,1,0.11,100.0,0.53,1,0.53,249,1.0
Helpful VCs,1,0.11,0.37,0.0,1,0.0,54,268.0
BlackBird V2,1,0.11,33.33,0.0,1,0.0,2,3.0
BLOOM // abstract art by alex maceda,1,0.11,6.25,0.1,1,0.1,37,16.0
mini_robo,1,0.11,7.14,0.0,1,0.0,4,14.0
Mekaformers,1,0.11,0.07,0.08,1,0.08,569,1500.0
Bored Weird Vitalik Club,1,0.11,0.15,0.01,1,0.01,244,686.0
Mr. Everybody X Soda Factory,1,0.11,0.16,0.01,1,0.01,296,607.0
LosPapertoys,1,0.11,1.0,0.05,1,0.05,36,100.0
GIRLS SERIES V2,1,0.11,50.0,0.0,1,0.0,2,2.0
0xf5164b2626e0f3e96cb4210a27c46ffb2afb5cc7,1,0.11,50.0,0.0,1,0.0,2,2.0
Free Style ORIGINAL,1,0.11,28.57,0.0,2,0.0,6,7.0
Original Collection - 8NnocFclyD,1,0.11,100.0,0.0,1,0.0,1,1.0
2022 ART BOOK,1,0.11,16.67,0.0,1,0.0,4,6.0
Ogre_illust,1,0.11,23.08,0.0,3,0.0,6,13.0
Wolf and Raven Universe,1,0.11,66.67,0.0,2,0.0,2,3.0
Monster girls V2,1,0.11,11.11,0.0,1,0.0,6,9.0
Yearn Family 1,1,0.11,3.12,110.0,1,110.0,27,32.0
0xcfd83965daf2c7dd20e0bbd3a62336342c0c4531,1,0.11,3.57,0.0,1,0.0,19,28.0
smolgirl collection,1,0.11,9.09,0.0,1,0.0,7,11.0
Girlmachine,1,0.11,3.33,0.08,2,0.16,17,60.0
Kajino,1,0.11,0.85,0.69,1,0.69,38,118.0
Evoh Llama Frens,1,0.11,0.1,0.26,1,0.26,720,1024.0
Calvin Harris x Emil Nava,1,0.11,0.15,0.29,1,0.29,123,648.0
CryptoKanojo Waifu,1,0.11,11.11,0.08,1,0.08,21,9.0
yearn Gift NFT,1,0.11,0.25,0.1,1,0.1,329,397.0
Token Fighter (TKFR),1,0.11,0.21,0.02,1,0.02,388,478.0
89 Seconds Atomized,1,0.11,0.04,1.0,1,1.0,308,2304.0
Fucking Kevins,1,0.11,7.81,0.45,10,4.5,52,128.0
PEPE BooM NFT,1,0.11,1.03,0.015,3,0.045,76,290.0
RAGS Y3K,1,0.11,66.67,0.04,2,0.08,430,3.0
HandJabs Collabs,1,0.11,25.0,0.0495,1,0.0495,19,4.0
Deadfrenz Lab Access  Pass,1,0.11,50.0,0.0,2,0.0,4,4.0
Presessence Vol. 1 - Dance Visuals by Domino,1,0.11,20.0,0.0,1,0.0,3,5.0
Presessence Vol. 1 - Dance Visuals by Domino,1,0.11,100.0,0.0,1,0.0,1,1.0
Whoa_B_Easy Collection,1,0.11,100.0,0.0,1,0.0,1,1.0
RaptorCityRascals,1,0.11,0.04,0.01,1,0.01,772,2330.0
ETH.r Brews Mint Passes,1,0.11,100.0,0.06,1,0.06,149,1.0
The Chads Club,1,0.11,0.15,0.04,2,0.08,463,1300.0
Pinco Generations,1,0.11,1.75,0.07,1,0.07,23,57.0
Lost Souls V3,1,0.11,33.33,0.0,1,0.0,3,3.0
Vision Series,1,0.11,33.33,0.0,1,0.0,3,3.0
EVOLCouture,1,0.11,20.0,0.25,1,0.25,38,5.0
Savage Profiles,1,0.11,1.37,1.15,1,1.15,52,73.0
Jenk Club,2,0.22,0.8,0.07,2,0.14,143,250.0
Zanyxs,1,0.11,1.96,0.02,1,0.02,214,51.0
STONEY by Satoshis Mom,1,0.11,33.33,0.15,1,0.15,60,3.0
Bitcoinski,1,0.11,200.0,0.0,2,0.0,1,1.0
My Faces,1,0.11,3.92,0.02,2,0.04,21,51.0
Trombino,1,0.11,2.63,0.02,1,0.02,8,38.0
Souly,1,0.11,0.86,0.3,1,0.3,58,116.0
Mini Monster,1,0.11,3.64,0.02,2,0.04,21,55.0
BOTANICA Species,1,0.11,3.57,1.34,1,1.34,20,28.0
The Love Lane Balloons,1,0.11,20.0,0.0,1,0.0,6,5.0
28 Years,1,0.11,50.0,0.0,1,0.0,2,2.0
Dogface Collection,1,0.11,12.77,1.71,6,10.26,33,47.0
arte de emilio,1,0.11,1.82,0.85,1,0.85,85,55.0
Habibis,1,0.11,1.59,3.0,1,3.0,41,63.0
Marshawn Lynch DODI Blunts,1,0.11,1.18,0.42,1,0.42,24,85.0
Cookie,1,0.11,0.89,0.01,1,0.01,103,112.0
The Forever Ever Afters Open Edition by Robson & AK Wregg,1,0.11,2.5,0.2,1,0.2,4,40.0
SoulZ Monogatari,1,0.11,0.05,0.07,4,0.28,4193,7776.0
Mad Meerkat Burrow,2,0.22,1.03,4.0,8,32.0,404,777.0
Magic in the everyday,1,0.11,9.09,0.3,1,0.3,9,11.0
Celestial Tokens,1,0.11,12.5,0.08,4,0.32,117,32.0
e9Art,2,0.22,0.18,0.05,2,0.1,427,1141.0
Enlightened Owl Council,1,0.11,1.18,0.05,2,0.1,86,169.0
DeadTown Zeds,1,0.11,1.14,0.2,2,0.4,77,175.0
The Consumers,1,0.11,19.35,0.0,6,0.0,15,31.0
Salty Peppers,1,0.11,11.11,0.023,1,0.023,2,9.0
BatGAN,1,0.11,0.45,0.0,1,0.0,24,223.0
Bills Bills Bills,1,0.11,2.63,25.0,1,25.0,31,38.0
The Bear Bums NFT,1,0.11,0.09,0.02,2,0.04,643,2158.0
Gachapon.xyz Capsule Series 1,1,0.11,1.82,0.23,1,0.23,21,55.0
Juice Gang,1,0.11,0.34,0.04,1,0.04,122,298.0
Azuki Mfer,3,0.32,0.08,0.01,8,0.08,2856,10000.0
Loveless City Pass Game,3,0.32,0.09,0.03,3,0.09,2272,3269.0
Loveless City Metropass,3,0.32,0.09,0.21,3,0.63,2277,3333.0
Brian NFTS Collection By Braindom,1,0.11,0.04,0.13,2,0.26,1775,5000.0
NFT LA 2022 POAP,1,0.11,1.75,1.0,1,1.0,52,57.0
Easy Cowboy,1,0.11,0.8,0.0,2,0.0,33,250.0
What Is Time,1,0.11,100.0,10.0,1,10.0,125,1.0
sorry.,1,0.11,2.86,0.004,1,0.004,2,35.0
DinnerDAO NYC Season II Pass,1,0.11,2.22,0.0,1,0.0,45,45.0
BRUX ORIGINS 21922,1,0.11,2.13,0.0,1,0.0,36,47.0
Valenftines,2,0.22,3.85,0.03,6,0.18,133,156.0
I Love You Forever NFT,1,0.11,20.0,0.0,1,0.0,5,5.0
Numerai NFTees,2,0.22,0.16,0.09,2,0.18,510,1257.0
j4ck,1,0.11,58.33,0.0,56,0.0,32,96.0
Cypher on-chain EP,1,0.11,4.76,0.0,1,0.0,19,21.0
PixaWitches,1,0.11,1.08,0.02,7,0.14,203,648.0
Liquid Singularity,1,0.11,6.67,0.3,2,0.6,14,30.0
Wave Meditations,1,0.11,7.69,0.1,1,0.1,4,13.0
Digital_Heritage_Cartagena,1,0.11,3.92,0.15,2,0.3,27,51.0
The WizarDAO,1,0.11,1.72,0.03,8,0.24,204,466.0
Abstract Color Field GAN,2,0.22,1.2,0.08,3,0.24,20,250.0
Relics of the PixaRealm,1,0.11,1.1,0.02,4,0.08,169,363.0
Wooden Boats,2,0.22,20.0,0.1,4,0.4,6,20.0
American Runaway,1,0.11,100.0,0.0,1,0.0,1,1.0
Dinner DAO Season 1,1,0.11,12.5,0.0,1,0.0,8,8.0
crypto.skulls,1,0.11,0.8,0.04,1,0.04,20,125.0
If thats what you call love,1,0.11,3.23,2.0,1,2.0,26,31.0
Lux Portals,1,0.11,7.14,0.09,1,0.09,161,14.0
Goblin Punks,1,0.11,3.03,0.05,3,0.15000000000000002,69,99.0
Hyper Punks Official,1,0.11,0.88,0.5,1,0.5,59,114.0
Ancient Sovereign,1,0.11,9.09,1.0,1,1.0,9,11.0
Deep Crypto,2,0.22,25.0,0.1,4,0.4,4,16.0
Pixeled Puppies,1,0.11,1.96,0.02,1,0.02,8,51.0
CryptoZilla,1,0.11,0.1,0.2,1,0.2,229,1000.0
PresidentPunks,1,0.11,2.17,0.45,1,0.45,19,46.0
